mut_effects,mag_value,sigma,T_%,stdev T_%,FP_%,stdev FP_%,FN_%,stdev FN_%
Five-way EEs,0.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,0.7,0.02,93.7609375,4.2547511930597945,0.0,0.0,6.2390625,4.254751193059795
Five-way EEs,0.7,0.03,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.7,0.04,90.5671875,0.6732018149067559,0.0,0.0,9.4328125,0.6732018149067559
Five-way EEs,0.7,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,0.7,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,0.7,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,0.7,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,0.7,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,0.7,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,0.7,0.01,99.859375,0.4471590006641933,0.0,0.0,0.140625,0.4471590006641933
Six-way EEs,0.7,0.02,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.7,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.7,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,0.7,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,0.7,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,0.7,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,0.7,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,0.7,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,0.7,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,1.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.0,0.04,99.9421875,0.6732018149067559,0.0,0.0,0.0578125,0.6732018149067558
SMEs,1.0,0.05,99.515625,1.8354553888272522,0.0,0.0,0.484375,1.8354553888272522
SMEs,1.0,0.06,98.265625,3.2127902957359353,0.0,0.0,1.734375,3.2127902957359353
SMEs,1.0,0.07,96.41875,4.074122796688878,0.0,0.0,3.58125,4.074122796688878
SMEs,1.0,0.08,94.6609375,4.143752062122413,0.0,0.0,5.3390625,4.143752062122413
SMEs,1.0,0.09,93.4,3.7277412312954343,0.0,0.0,6.6,3.7277412312954343
SMEs,1.0,0.1,92.1984375,3.030183043537759,0.0,0.0,7.8015625,3.030183043537758
Pairwise EEs,1.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.0,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.0,0.06,99.9671875,0.35133325859324793,0.0,0.0,0.0328125,0.35133325859324793
Pairwise EEs,1.0,0.07,99.1515625,4.163454458420766,0.0,0.0,0.8484375,4.163454458420766
Pairwise EEs,1.0,0.08,95.4125,10.0855597576436,0.0,0.0,4.5875,10.0855597576436
Pairwise EEs,1.0,0.09,89.3015625,13.663577035401227,0.0,0.0,10.6984375,13.663577035401223
Pairwise EEs,1.0,0.1,81.9359375,14.491400248159035,0.0,0.0,18.0640625,14.491400248159035
Three-way EEs,1.0,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,1.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.0,0.05,99.940625,1.3021879124669378,0.0,0.0,0.059375,1.3021879124669378
Three-way EEs,1.0,0.06,98.4140625,6.790096296433781,0.0015625,0.04938587696649722,1.584375,6.789921730725252
Three-way EEs,1.0,0.07,87.8796875,16.43598131945865,0.0046875,0.08545318071172074,12.115625,16.439065693018414
Three-way EEs,1.0,0.08,74.3140625,16.981742766934843,0.0078125,0.11020887484113973,25.678125,16.99319458222541
Three-way EEs,1.0,0.09,65.8046875,11.62396826318765,0.003125,0.06980721219902712,34.1921875,11.632317820240889
Three-way EEs,1.0,0.1,61.934375,6.629670376185758,0.0,0.0,38.065625,6.629670376185758
Four-way EEs,1.0,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,1.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.0,0.04,99.2,3.820258499107095,0.0,0.0,0.8,3.8202584991070956
Four-way EEs,1.0,0.05,85.428125,11.32847240846598,0.0,0.0,14.571875,11.328472408465979
Four-way EEs,1.0,0.06,75.7625,5.650518504969257,0.0,0.0,24.2375,5.650518504969257
Four-way EEs,1.0,0.07,72.984375,4.077466421918763,0.0,0.0,27.015625,4.077466421918763
Four-way EEs,1.0,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Four-way EEs,1.0,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Four-way EEs,1.0,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Five-way EEs,1.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.0,0.03,92.70625,3.706049741638663,0.0,0.0,7.29375,3.706049741638663
Five-way EEs,1.0,0.04,90.5765625,0.7362658503174989,0.0,0.0,9.4234375,0.7362658503174991
Five-way EEs,1.0,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,1.0,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,1.0,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,1.0,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,1.0,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,1.0,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,1.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Six-way EEs,1.0,0.02,98.4828125,0.2621975564221566,0.0,0.0,1.5171875,0.2621975564221566
Six-way EEs,1.0,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,1.0,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,1.0,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,1.0,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,1.0,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,1.0,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,1.0,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,1.0,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,1.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.3,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.3,0.03,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.3,0.04,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.3,0.05,99.9921875,0.11020887484113973,0.0,0.0,0.0078125,0.11020887484113973
SMEs,1.3,0.06,99.8484375,1.0145318636414282,0.0,0.0,0.1515625,1.0145318636414287
SMEs,1.3,0.07,99.084375,2.533276580710247,0.0,0.0,0.915625,2.533276580710247
SMEs,1.3,0.08,97.98125,3.501093579154947,0.0,0.0,2.01875,3.5010935791549476
SMEs,1.3,0.09,96.6671875,4.049049548485885,0.0,0.0,3.3328125,4.049049548485885
SMEs,1.3,0.1,95.153125,4.157423471559639,0.0,0.0,4.846875,4.157423471559639
Pairwise EEs,1.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.06,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.3,0.07,99.9875,0.31224989991991997,0.0,0.0,0.0125,0.31224989991991997
Pairwise EEs,1.3,0.08,99.634375,3.135624127964797,0.0,0.0,0.365625,3.135624127964797
Pairwise EEs,1.3,0.09,98.3984375,6.298711542041257,0.0,0.0,1.6015625,6.298711542041257
Pairwise EEs,1.3,0.1,96.353125,9.094292831736562,0.0,0.0,3.646875,9.094292831736562
Three-way EEs,1.3,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,1.3,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.3,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.3,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.3,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.3,0.06,99.9984375,0.04938587696649721,0.0015625,0.04938587696649722,0.0,0.0
Three-way EEs,1.3,0.07,99.878125,1.3904634737651327,0.0078125,0.11020887484113973,0.1140625,1.3867317340941434
Three-way EEs,1.3,0.08,97.2078125,9.238542180511693,0.0078125,0.11020887484113973,2.784375,9.240239254714947
Three-way EEs,1.3,0.09,88.284375,17.056317274968094,0.0046875,0.08545318071172074,11.7109375,17.059178291021045
Three-way EEs,1.3,0.1,76.9484375,18.756118207530143,0.0046875,0.08545318071172073,23.046875,18.761422302077072
Four-way EEs,1.3,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,1.3,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.3,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.3,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.3,0.05,99.6921875,2.410604319168484,0.0,0.0,0.3078125,2.410604319168484
Four-way EEs,1.3,0.06,91.6015625,11.81030640594662,0.0,0.0,8.3984375,11.81030640594662
Four-way EEs,1.3,0.07,77.325,10.687072359865446,0.0015625,0.049385876966497225,22.6734375,10.690272735171154
Four-way EEs,1.3,0.08,71.8125,5.836392427047722,0.0015625,0.049385876966497225,28.1859375,5.843724724210044
Four-way EEs,1.3,0.09,70.1609375,4.462186777785501,0.0,0.0,29.8390625,4.4621867777855
Four-way EEs,1.3,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Five-way EEs,1.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.3,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.3,0.03,99.6703125,1.5597467931025697,0.0,0.0,0.3296875,1.5597467931025697
Five-way EEs,1.3,0.04,91.909375,3.224326177184157,0.0,0.0,8.090625,3.224326177184157
Five-way EEs,1.3,0.05,90.1734375,1.9171556639573504,0.0,0.0,9.8265625,1.917155663957351
Five-way EEs,1.3,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,1.3,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,1.3,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,1.3,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,1.3,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,1.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Six-way EEs,1.3,0.02,99.5609375,0.7023241967522904,0.0,0.0,0.4390625,0.7023241967522906
Six-way EEs,1.3,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,1.3,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,1.3,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,1.3,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,1.3,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,1.3,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,1.3,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,1.3,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,1.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.5,0.03,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.5,0.04,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.5,0.05,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.5,0.06,99.9921875,0.11020887484113973,0.0,0.0,0.0078125,0.11020887484113973
SMEs,1.5,0.07,99.7984375,1.1779623146959117,0.0,0.0,0.2015625,1.1779623146959115
SMEs,1.5,0.08,99.228125,2.3364281466321626,0.0,0.0,0.771875,2.336428146632162
SMEs,1.5,0.09,98.3125,3.2361483664999047,0.0,0.0,1.6875,3.2361483664999047
SMEs,1.5,0.1,97.215625,3.8338528576844215,0.0,0.0,2.784375,3.833852857684421
Pairwise EEs,1.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.06,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.5,0.07,99.9890625,0.3003537952877406,0.0,0.0,0.0109375,0.30035379528774053
Pairwise EEs,1.5,0.08,99.8671875,1.5701181471767498,0.0,0.0,0.1328125,1.5701181471767498
Pairwise EEs,1.5,0.09,99.4625,3.3880188717006887,0.0,0.0,0.5375,3.3880188717006883
Pairwise EEs,1.5,0.1,98.4828125,6.019207334325157,0.0,0.0,1.5171875,6.019207334325157
Three-way EEs,1.5,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,1.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.5,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.5,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.5,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.5,0.06,99.9984375,0.04938587696649721,0.0015625,0.04938587696649722,0.0,0.0
Three-way EEs,1.5,0.07,99.9890625,0.1478276947792598,0.0078125,0.11020887484113973,0.003125,0.09877175393299444
Three-way EEs,1.5,0.08,99.753125,2.605693510732795,0.0078125,0.11020887484113973,0.2390625,2.604079113111533
Three-way EEs,1.5,0.09,97.9828125,7.869839423939587,0.0046875,0.08545318071172074,2.0125,7.870574153135209
Three-way EEs,1.5,0.1,92.2328125,14.708774402838385,0.0046875,0.08545318071172073,7.7625,14.710999817313573
Four-way EEs,1.5,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,1.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.5,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.5,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.5,0.05,99.99375,0.1208692475363357,0.0,0.0,0.00625,0.12086924753633574
Four-way EEs,1.5,0.06,99.0140625,4.631129542546153,0.0,0.0,0.9859375,4.631129542546154
Four-way EEs,1.5,0.07,89.6453125,13.138559866708897,0.003125,0.06980721219902714,10.3515625,13.1406505461999
Four-way EEs,1.5,0.08,76.815625,11.837291692332965,0.0015625,0.049385876966497225,23.1828125,11.840248389860482
Four-way EEs,1.5,0.09,71.309375,7.191058222499314,0.0,0.0,28.690625,7.191058222499314
Four-way EEs,1.5,0.1,68.9234375,3.735217935722593,0.0,0.0,31.0765625,3.7352179357225928
Five-way EEs,1.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.5,0.03,99.9984375,0.04938587696649721,0.0,0.0,0.0015625,0.04938587696649722
Five-way EEs,1.5,0.04,96.328125,4.408770334160649,0.0,0.0,3.671875,4.408770334160649
Five-way EEs,1.5,0.05,90.515625,2.580302111066648,0.0,0.0,9.484375,2.580302111066648
Five-way EEs,1.5,0.06,88.8921875,3.214013125532276,0.0,0.0,11.1078125,3.214013125532276
Five-way EEs,1.5,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,1.5,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,1.5,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,1.5,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,1.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Six-way EEs,1.5,0.02,99.98125,0.1701332198602024,0.0,0.0,0.01875,0.17013321986020252
Six-way EEs,1.5,0.03,98.4765625,0.24394523431243742,0.0,0.0,1.5234375,0.24394523431243742
Six-way EEs,1.5,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,1.5,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,1.5,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,1.5,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,1.5,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,1.5,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,1.5,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,1.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.04,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.05,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.06,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,1.7,0.07,99.9515625,0.6092527922330352,0.0,0.0,0.0484375,0.6092527922330352
SMEs,1.7,0.08,99.7734375,1.2770271492195262,0.0,0.0,0.2265625,1.2770271492195262
SMEs,1.7,0.09,99.2,2.351993835025934,0.0,0.0,0.8,2.351993835025934
SMEs,1.7,0.1,98.6359375,2.9895941764466545,0.0,0.0,1.3640625,2.9895941764466545
Pairwise EEs,1.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.06,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,1.7,0.07,99.9890625,0.3003537952877406,0.0,0.0,0.0109375,0.30035379528774053
Pairwise EEs,1.7,0.08,99.91875,0.6905047972317063,0.0,0.0,0.08125,0.6905047972317063
Pairwise EEs,1.7,0.09,99.734375,1.2174472203652198,0.0,0.0,0.265625,1.2174472203652198
Pairwise EEs,1.7,0.1,99.1953125,3.8722819978784795,0.0,0.0,0.8046875,3.8722819978784795
Three-way EEs,1.7,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.7,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.7,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,1.7,0.06,99.9984375,0.04938587696649721,0.0015625,0.04938587696649722,0.0,0.0
Three-way EEs,1.7,0.07,99.9890625,0.1478276947792598,0.0078125,0.11020887484113973,0.003125,0.09877175393299444
Three-way EEs,1.7,0.08,99.975,0.2081353225668339,0.0078125,0.11020887484113973,0.0171875,0.17732137799416625
Three-way EEs,1.7,0.09,99.7125,2.670981210154799,0.0046875,0.08545318071172074,0.2828125,2.67011043705944
Three-way EEs,1.7,0.1,98.5625,6.504505649932207,0.0046875,0.08545318071172073,1.4328125,6.504976873217441
Four-way EEs,1.7,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.7,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.7,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,1.7,0.06,99.98125,0.23099648265720413,0.0,0.0,0.01875,0.23099648265720416
Four-way EEs,1.7,0.07,98.5015625,5.790389524016821,0.003125,0.06980721219902714,1.4953125,5.790775724900228
Four-way EEs,1.7,0.08,87.8609375,14.202397791476754,0.0015625,0.049385876966497225,12.1375,14.203647198871142
Four-way EEs,1.7,0.09,76.6453125,12.698635718890975,0.0,0.0,23.3546875,12.698635718890976
Four-way EEs,1.7,0.1,70.6078125,7.7791913378637085,0.0,0.0,29.3921875,7.779191337863708
Five-way EEs,1.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,1.7,0.04,99.4984375,2.0336278149759237,0.0,0.0,0.5015625,2.0336278149759237
Five-way EEs,1.7,0.05,92.5734375,4.566669488242361,0.0,0.0,7.4265625,4.566669488242361
Five-way EEs,1.7,0.06,88.9515625,3.313811282321875,0.0,0.0,11.0484375,3.313811282321875
Five-way EEs,1.7,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,1.7,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,1.7,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,1.7,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,1.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Six-way EEs,1.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Six-way EEs,1.7,0.03,98.7171875,0.5989879974538305,0.0,0.0,1.2828125,0.5989879974538304
Six-way EEs,1.7,0.04,98.38125,0.6751446604247123,0.0,0.0,1.61875,0.6751446604247123
Six-way EEs,1.7,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,1.7,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,1.7,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,1.7,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,1.7,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,1.7,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,2.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.05,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.06,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,2.0,0.07,99.9890625,0.3003537952877406,0.0,0.0,0.0109375,0.30035379528774053
SMEs,2.0,0.08,99.9625,0.5262262464947943,0.0,0.0,0.0375,0.5262262464947943
SMEs,2.0,0.09,99.815625,1.1755940984774464,0.0,0.0,0.184375,1.1755940984774464
SMEs,2.0,0.1,99.625,1.6390617552429194,0.0,0.0,0.375,1.6390617552429194
Pairwise EEs,2.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.06,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,2.0,0.07,99.9890625,0.3003537952877406,0.0,0.0,0.0109375,0.30035379528774053
Pairwise EEs,2.0,0.08,99.91875,0.6905047972317063,0.0,0.0,0.08125,0.6905047972317063
Pairwise EEs,2.0,0.09,99.7421875,1.1627509389777977,0.0,0.0,0.2578125,1.1627509389777977
Pairwise EEs,2.0,0.1,99.5140625,1.7707192824792275,0.0,0.0,0.4859375,1.7707192824792275
Three-way EEs,2.0,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,2.0,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,2.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,2.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,2.0,0.05,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,2.0,0.06,99.9984375,0.04938587696649721,0.0015625,0.04938587696649722,0.0,0.0
Three-way EEs,2.0,0.07,99.9890625,0.1478276947792598,0.0078125,0.11020887484113973,0.003125,0.09877175393299444
Three-way EEs,2.0,0.08,99.975,0.2081353225668339,0.0078125,0.11020887484113973,0.0171875,0.17732137799416625
Three-way EEs,2.0,0.09,99.928125,0.5226416524493621,0.0046875,0.08545318071172074,0.0671875,0.5162188814773728
Three-way EEs,2.0,0.1,99.85625,0.650900818097504,0.0046875,0.08545318071172073,0.1390625,0.6462765196444552
