mut_effects,mag_value,sigma,T_%,stdev T_%,FP_%,stdev FP_%,FN_%,stdev FN_%
Five-way EEs,0.1,0.01,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.1,0.02,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.1,0.03,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.1,0.04,90.5671875,0.6732018149067559,0.0,0.0,9.4328125,0.6732018149067559
Five-way EEs,0.1,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,0.1,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,0.1,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,0.1,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,0.1,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,0.1,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,0.1,0.01,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.1,0.02,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.1,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.1,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,0.1,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,0.1,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,0.1,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,0.1,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,0.1,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,0.1,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,0.2,0.01,99.503125,1.8755702257913456,0.0,0.0,0.496875,1.8755702257913458
SMEs,0.2,0.02,92.2046875,2.9625259591425945,0.0,0.0,7.7953125,2.9625259591425945
SMEs,0.2,0.03,90.8921875,1.2039962348752382,0.0,0.0,9.1078125,1.2039962348752382
SMEs,0.2,0.04,90.653125,0.31897969665011594,0.0,0.0,9.346875,0.31897969665011594
SMEs,0.2,0.05,90.6484375,0.2650499289638652,0.0,0.0,9.3515625,0.2650499289638652
SMEs,0.2,0.06,90.625,0.0,0.0,0.0,9.375,0.0
SMEs,0.2,0.07,90.63125,0.12086924753633568,0.0,0.0,9.36875,0.12086924753633578
SMEs,0.2,0.08,90.6265625,0.04938587696649722,0.0,0.0,9.3734375,0.04938587696649721
SMEs,0.2,0.09,90.6265625,0.049385876966497225,0.0,0.0,9.3734375,0.04938587696649722
SMEs,0.2,0.1,90.628125,0.0698072121990271,0.0,0.0,9.371875,0.06980721219902714
Pairwise EEs,0.2,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.2,0.02,87.35625,9.88551852775058,0.0,0.0,12.64375,9.88551852775058
Pairwise EEs,0.2,0.03,77.3828125,3.097289247647651,0.0,0.0,22.6171875,3.097289247647651
Pairwise EEs,0.2,0.04,76.5921875,0.8708593434612445,0.0,0.0,23.4078125,0.8708593434612445
Pairwise EEs,0.2,0.05,76.1046875,1.8835423896461023,0.0,0.0,23.8953125,1.8835423896461023
Pairwise EEs,0.2,0.06,74.840625,3.2248107381480544,0.0,0.0,25.159375,3.224810738148055
Pairwise EEs,0.2,0.07,72.9828125,4.075795251677119,0.0,0.0,27.0171875,4.075795251677119
Pairwise EEs,0.2,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Pairwise EEs,0.2,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Pairwise EEs,0.2,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Three-way EEs,0.2,0.01,99.975,0.2870240625801258,0.003125,0.06980721219902712,0.021875,0.27865118764326124
Three-way EEs,0.2,0.02,69.4125,4.1234087840038365,0.0,0.0,30.5875,4.1234087840038365
Three-way EEs,0.2,0.03,68.7515625,0.04938587696649721,0.0,0.0,31.2484375,0.04938587696649722
Three-way EEs,0.2,0.04,68.6921875,0.6732018149067559,0.0,0.0,31.3078125,0.6732018149067559
Three-way EEs,0.2,0.05,68.265625,1.8354553888272522,0.0,0.0,31.734375,1.8354553888272522
Three-way EEs,0.2,0.06,67.015625,3.2127902957359353,0.0,0.0,32.984375,3.2127902957359353
Three-way EEs,0.2,0.07,65.16875,4.074122796688878,0.0,0.0,34.83125,4.074122796688878
Three-way EEs,0.2,0.08,63.4109375,4.143752062122413,0.0,0.0,36.5890625,4.143752062122413
Three-way EEs,0.2,0.09,62.15,3.7277412312954343,0.0,0.0,37.85,3.7277412312954343
Three-way EEs,0.2,0.1,60.9484375,3.030183043537759,0.0,0.0,39.0515625,3.030183043537759
Four-way EEs,0.2,0.01,86.0390625,10.846358543416484,0.0,0.0,13.9609375,10.846358543416484
Four-way EEs,0.2,0.02,76.5625,0.0,0.0,0.0,23.4375,0.0
Four-way EEs,0.2,0.03,76.5625,0.0,0.0,0.0,23.4375,0.0
Four-way EEs,0.2,0.04,76.5046875,0.6732018149067559,0.0,0.0,23.4953125,0.6732018149067559
Four-way EEs,0.2,0.05,76.078125,1.8354553888272522,0.0,0.0,23.921875,1.8354553888272522
Four-way EEs,0.2,0.06,74.828125,3.2127902957359353,0.0,0.0,25.171875,3.2127902957359353
Four-way EEs,0.2,0.07,72.98125,4.074122796688878,0.0,0.0,27.01875,4.074122796688878
Four-way EEs,0.2,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Four-way EEs,0.2,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Four-way EEs,0.2,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Five-way EEs,0.2,0.01,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.2,0.02,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.2,0.03,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.2,0.04,90.5671875,0.6732018149067559,0.0,0.0,9.4328125,0.6732018149067559
Five-way EEs,0.2,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,0.2,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,0.2,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,0.2,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,0.2,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,0.2,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,0.2,0.01,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.2,0.02,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.2,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.2,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,0.2,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,0.2,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,0.2,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,0.2,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,0.2,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,0.2,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,0.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,0.3,0.02,97.040625,3.930786687722319,0.0,0.0,2.959375,3.9307866877223194
SMEs,0.3,0.03,92.4859375,3.179416450363769,0.0,0.0,7.5140625,3.179416450363769
SMEs,0.3,0.04,90.9625,1.372284249891399,0.0,0.0,9.0375,1.372284249891399
SMEs,0.3,0.05,90.721875,0.633065150182033,0.0,0.0,9.278125,0.6330651501820331
SMEs,0.3,0.06,90.6625,0.39350190596742984,0.0,0.0,9.3375,0.3935019059674299
SMEs,0.3,0.07,90.6484375,0.2650499289638652,0.0,0.0,9.3515625,0.2650499289638652
SMEs,0.3,0.08,90.6359375,0.17781634442241243,0.0,0.0,9.3640625,0.17781634442241243
SMEs,0.3,0.09,90.6421875,0.22577449168085836,0.0,0.0,9.3578125,0.2257744916808584
SMEs,0.3,0.1,90.63125,0.09862333648787189,0.0,0.0,9.36875,0.09862333648787186
Pairwise EEs,0.3,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.3,0.02,99.7296875,1.6215942375001675,0.0,0.0,0.2703125,1.6215942375001675
Pairwise EEs,0.3,0.03,87.0390625,9.911716625531813,0.0,0.0,12.9609375,9.911716625531813
Pairwise EEs,0.3,0.04,78.33125,4.8489327111746965,0.0,0.0,21.66875,4.848932711174697
Pairwise EEs,0.3,0.05,76.4171875,2.737877667298842,0.0,0.0,23.5828125,2.737877667298842
Pairwise EEs,0.3,0.06,74.9296875,3.344251933705616,0.0,0.0,25.0703125,3.344251933705616
Pairwise EEs,0.3,0.07,73.0109375,4.1027069831811955,0.0,0.0,26.9890625,4.102706983181196
Pairwise EEs,0.3,0.08,71.2265625,4.147775370887839,0.0,0.0,28.7734375,4.147775370887839
Pairwise EEs,0.3,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Pairwise EEs,0.3,0.1,68.771875,3.0593909601218017,0.0,0.0,31.228125,3.0593909601218017
Three-way EEs,0.3,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,0.3,0.02,93.884375,11.040873546593811,0.0,0.0,6.115625,11.040873546593811
Three-way EEs,0.3,0.03,69.83125,4.85812785443117,0.0,0.0,30.16875,4.85812785443117
Three-way EEs,0.3,0.04,68.696875,0.6790028879725034,0.0,0.0,31.303125,0.6790028879725034
Three-way EEs,0.3,0.05,68.265625,1.8354553888272522,0.0,0.0,31.734375,1.8354553888272522
Three-way EEs,0.3,0.06,67.01875,3.2144753168285485,0.0,0.0,32.98125,3.2144753168285485
Three-way EEs,0.3,0.07,65.16875,4.074122796688878,0.0,0.0,34.83125,4.074122796688878
Three-way EEs,0.3,0.08,63.4109375,4.143752062122413,0.0,0.0,36.5890625,4.143752062122413
Three-way EEs,0.3,0.09,62.15,3.7277412312954343,0.0,0.0,37.85,3.7277412312954343
Three-way EEs,0.3,0.1,60.9484375,3.030183043537759,0.0,0.0,39.0515625,3.030183043537759
Four-way EEs,0.3,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,0.3,0.02,76.6640625,1.4361194117634335,0.0,0.0,23.3359375,1.4361194117634335
Four-way EEs,0.3,0.03,76.5625,0.0,0.0,0.0,23.4375,0.0
Four-way EEs,0.3,0.04,76.5046875,0.6732018149067559,0.0,0.0,23.4953125,0.6732018149067559
Four-way EEs,0.3,0.05,76.078125,1.8354553888272522,0.0,0.0,23.921875,1.8354553888272522
Four-way EEs,0.3,0.06,74.828125,3.2127902957359353,0.0,0.0,25.171875,3.2127902957359353
Four-way EEs,0.3,0.07,72.98125,4.074122796688878,0.0,0.0,27.01875,4.074122796688878
Four-way EEs,0.3,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Four-way EEs,0.3,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Four-way EEs,0.3,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Five-way EEs,0.3,0.01,90.990625,1.6938854881233856,0.0,0.0,9.009375,1.6938854881233856
Five-way EEs,0.3,0.02,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.3,0.03,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.3,0.04,90.5671875,0.6732018149067559,0.0,0.0,9.4328125,0.6732018149067559
Five-way EEs,0.3,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,0.3,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,0.3,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,0.3,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,0.3,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,0.3,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,0.3,0.01,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.3,0.02,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.3,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.3,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,0.3,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,0.3,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,0.3,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,0.3,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,0.3,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,0.3,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,0.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,0.5,0.02,99.9765625,0.3306266245234192,0.0,0.0,0.0234375,0.3306266245234192
SMEs,0.5,0.03,98.3640625,3.2108485389136234,0.0,0.0,1.6359375,3.2108485389136234
SMEs,0.5,0.04,94.78125,4.087781909238799,0.0,0.0,5.21875,4.087781909238799
SMEs,0.5,0.05,92.3421875,3.0932760842824467,0.0,0.0,7.6578125,3.0932760842824476
SMEs,0.5,0.06,91.271875,1.9644074130319806,0.0,0.0,8.728125,1.964407413031981
SMEs,0.5,0.07,90.9890625,1.427539369805173,0.0,0.0,9.0109375,1.4275393698051728
SMEs,0.5,0.08,90.8265625,1.032148046475771,0.0,0.0,9.1734375,1.0321480464757709
SMEs,0.5,0.09,90.7109375,0.5633132142456362,0.0,0.0,9.2890625,0.5633132142456362
SMEs,0.5,0.1,90.6703125,0.45328391609867436,0.0,0.0,9.3296875,0.4532839160986744
Pairwise EEs,0.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.5,0.03,99.9734375,0.31526511041304583,0.0,0.0,0.0265625,0.3152651104130459
Pairwise EEs,0.5,0.04,96.9515625,6.672185846095997,0.0,0.0,3.0484375,6.672185846095997
Pairwise EEs,0.5,0.05,86.1921875,10.41924289757148,0.0,0.0,13.8078125,10.41924289757148
Pairwise EEs,0.5,0.06,78.36875,8.06795842360383,0.0,0.0,21.63125,8.06795842360383
Pairwise EEs,0.5,0.07,74.359375,6.4951717344020246,0.0,0.0,25.640625,6.4951717344020246
Pairwise EEs,0.5,0.08,71.6703125,5.041778337907544,0.0,0.0,28.3296875,5.041778337907544
Pairwise EEs,0.5,0.09,70.1203125,4.153979349201649,0.0,0.0,29.8796875,4.153979349201649
Pairwise EEs,0.5,0.1,68.8359375,3.3042257360603786,0.0,0.0,31.1640625,3.3042257360603786
Three-way EEs,0.5,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,0.5,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,0.5,0.03,98.3421875,6.074745807117673,0.0,0.0,1.6578125,6.074745807117673
Three-way EEs,0.5,0.04,78.2515625,13.326250875709334,0.0,0.0,21.7484375,13.32625087570933
Three-way EEs,0.5,0.05,69.2359375,5.326791209522272,0.0,0.0,30.7640625,5.326791209522272
Three-way EEs,0.5,0.06,67.0484375,3.302416477345605,0.0,0.0,32.9515625,3.302416477345604
Three-way EEs,0.5,0.07,65.16875,4.074122796688878,0.0,0.0,34.83125,4.074122796688878
Three-way EEs,0.5,0.08,63.4109375,4.143752062122413,0.0,0.0,36.5890625,4.143752062122413
Three-way EEs,0.5,0.09,62.15,3.7277412312954343,0.0,0.0,37.85,3.7277412312954343
Three-way EEs,0.5,0.1,60.9484375,3.030183043537759,0.0,0.0,39.0515625,3.030183043537759
Four-way EEs,0.5,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,0.5,0.02,99.4015625,3.0484014605763057,0.0,0.0,0.5984375,3.0484014605763057
Four-way EEs,0.5,0.03,77.4625,4.243625734557656,0.0,0.0,22.5375,4.243625734557655
Four-way EEs,0.5,0.04,76.5046875,0.6732018149067559,0.0,0.0,23.4953125,0.6732018149067559
Four-way EEs,0.5,0.05,76.078125,1.8354553888272522,0.0,0.0,23.921875,1.8354553888272522
Four-way EEs,0.5,0.06,74.828125,3.2127902957359353,0.0,0.0,25.171875,3.2127902957359353
Four-way EEs,0.5,0.07,72.98125,4.074122796688878,0.0,0.0,27.01875,4.074122796688878
Four-way EEs,0.5,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Four-way EEs,0.5,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Four-way EEs,0.5,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
Five-way EEs,0.5,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Five-way EEs,0.5,0.02,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.5,0.03,90.625,0.0,0.0,0.0,9.375,0.0
Five-way EEs,0.5,0.04,90.5671875,0.6732018149067559,0.0,0.0,9.4328125,0.6732018149067559
Five-way EEs,0.5,0.05,90.140625,1.8354553888272522,0.0,0.0,9.859375,1.8354553888272522
Five-way EEs,0.5,0.06,88.890625,3.2127902957359353,0.0,0.0,11.109375,3.2127902957359353
Five-way EEs,0.5,0.07,87.04375,4.074122796688878,0.0,0.0,12.95625,4.074122796688878
Five-way EEs,0.5,0.08,85.2859375,4.143752062122413,0.0,0.0,14.7140625,4.143752062122413
Five-way EEs,0.5,0.09,84.025,3.7277412312954343,0.0,0.0,15.975,3.7277412312954343
Five-way EEs,0.5,0.1,82.8234375,3.030183043537759,0.0,0.0,17.1765625,3.030183043537758
Six-way EEs,0.5,0.01,98.4734375,0.23422390963296214,0.0,0.0,1.5265625,0.2342239096329622
Six-way EEs,0.5,0.02,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.5,0.03,98.4375,0.0,0.0,0.0,1.5625,0.0
Six-way EEs,0.5,0.04,98.3796875,0.6732018149067559,0.0,0.0,1.6203125,0.6732018149067558
Six-way EEs,0.5,0.05,97.953125,1.8354553888272522,0.0,0.0,2.046875,1.8354553888272522
Six-way EEs,0.5,0.06,96.703125,3.2127902957359353,0.0,0.0,3.296875,3.2127902957359353
Six-way EEs,0.5,0.07,94.85625,4.074122796688878,0.0,0.0,5.14375,4.074122796688878
Six-way EEs,0.5,0.08,93.0984375,4.143752062122413,0.0,0.0,6.9015625,4.143752062122413
Six-way EEs,0.5,0.09,91.8375,3.7277412312954343,0.0,0.0,8.1625,3.7277412312954343
Six-way EEs,0.5,0.1,90.6359375,3.030183043537759,0.0,0.0,9.3640625,3.030183043537758
SMEs,0.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,0.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
SMEs,0.7,0.03,99.9078125,0.8141794541707313,0.0,0.0,0.0921875,0.8141794541707315
SMEs,0.7,0.04,98.95625,2.618190572704745,0.0,0.0,1.04375,2.6181905727047448
SMEs,0.7,0.05,95.95625,4.17110128593157,0.0,0.0,4.04375,4.171101285931569
SMEs,0.7,0.06,93.578125,3.826019829323288,0.0,0.0,6.421875,3.826019829323288
SMEs,0.7,0.07,92.2234375,3.0652375360392132,0.0,0.0,7.7765625,3.065237536039214
SMEs,0.7,0.08,91.6328125,2.473973410041779,0.0,0.0,8.3671875,2.473973410041779
SMEs,0.7,0.09,91.1765625,1.6685795500496077,0.0,0.0,8.8234375,1.6685795500496072
SMEs,0.7,0.1,90.8921875,1.2120801060960245,0.0,0.0,9.1078125,1.2120801060960245
Pairwise EEs,0.7,0.01,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Pairwise EEs,0.7,0.04,99.9796875,0.2916103926367337,0.0,0.0,0.0203125,0.2916103926367337
Pairwise EEs,0.7,0.05,98.8078125,5.054592348408895,0.0,0.0,1.1921875,5.054592348408895
Pairwise EEs,0.7,0.06,93.128125,10.663028910533583,0.0,0.0,6.871875,10.663028910533583
Pairwise EEs,0.7,0.07,84.0265625,13.242707954374126,0.0,0.0,15.9734375,13.242707954374124
Pairwise EEs,0.7,0.08,76.7265625,11.226100373230402,0.0,0.0,23.2734375,11.226100373230402
Pairwise EEs,0.7,0.09,72.4078125,8.299613925273498,0.0,0.0,27.5921875,8.299613925273498
Pairwise EEs,0.7,0.1,69.7890625,5.713448490390348,0.0,0.0,30.2109375,5.713448490390348
Three-way EEs,0.7,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Three-way EEs,0.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,0.7,0.03,100.0,0.0,0.0,0.0,0.0,0.0
Three-way EEs,0.7,0.04,99.1953125,4.388309832223991,0.0,0.0,0.8046875,4.388309832223991
Three-way EEs,0.7,0.05,87.5484375,14.577048041007608,0.0,0.0,12.4515625,14.577048041007608
Three-way EEs,0.7,0.06,71.678125,11.416532608321802,0.0,0.0,28.321875,11.4165326083218
Three-way EEs,0.7,0.07,65.771875,5.824828155995248,0.0,0.0,34.228125,5.824828155995248
Three-way EEs,0.7,0.08,63.5734375,4.761661005084649,0.0015625,0.04938587696649722,36.425,4.77283164117487
Three-way EEs,0.7,0.09,62.1703125,3.7967396452211144,0.0,0.0,37.8296875,3.7967396452211144
Three-way EEs,0.7,0.1,60.9484375,3.030183043537759,0.0,0.0,39.0515625,3.030183043537759
Four-way EEs,0.7,0.01,99.996875,0.06980721219902711,0.003125,0.06980721219902712,0.0,0.0
Four-way EEs,0.7,0.02,100.0,0.0,0.0,0.0,0.0,0.0
Four-way EEs,0.7,0.03,97.0453125,7.15398418687753,0.0,0.0,2.9546875,7.153984186877531
Four-way EEs,0.7,0.04,78.74375,6.5757277401440515,0.0,0.0,21.25625,6.575727740144052
Four-way EEs,0.7,0.05,76.15625,2.235194342780958,0.0,0.0,23.84375,2.235194342780958
Four-way EEs,0.7,0.06,74.828125,3.2127902957359353,0.0,0.0,25.171875,3.2127902957359353
Four-way EEs,0.7,0.07,72.98125,4.074122796688878,0.0,0.0,27.01875,4.074122796688878
Four-way EEs,0.7,0.08,71.2234375,4.143752062122413,0.0,0.0,28.7765625,4.143752062122413
Four-way EEs,0.7,0.09,69.9625,3.7277412312954343,0.0,0.0,30.0375,3.7277412312954343
Four-way EEs,0.7,0.1,68.7609375,3.030183043537759,0.0,0.0,31.2390625,3.030183043537758
